indvdID,siteID,taxonID,scientificName,taxonRank,utmZone,nlcdClass,elevation,growthForm,plantStatus,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,canopyPosition
OSBS03378,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.9,12.2,NA,NA,NA
OSBS03378,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.9,12.2,NA,NA,NA
OSBS03394,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",35.8,20,NA,NA,NA
OSBS03394,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",35.8,20,NA,NA,NA
OSBS03415,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",22.3,16.8,NA,NA,NA
OSBS03415,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",22.3,16.8,NA,NA,NA
OSBS03426,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",21.2,14.7,NA,NA,NA
OSBS03426,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",21.2,14.7,NA,NA,NA
OSBS03417,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,Live,24.9,17.9,NA,NA,NA
OSBS03417,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,Live,24.9,17.9,NA,NA,NA
OSBS03416,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",16.2,14.4,NA,NA,NA
OSBS03416,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",16.2,14.4,NA,NA,NA
OSBS03517,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.23,single bole tree,Live,14.9,14.1,NA,NA,NA
OSBS03591,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.23,single bole tree,Live,14.3,12.4,NA,NA,NA
OSBS03500,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.23,single bole tree,Live,20.5,14,NA,NA,NA
OSBS03480,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.27,single bole tree,Live,13.5,13.5,NA,NA,NA
OSBS03501,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.88,single bole tree,Live,29.7,16,NA,NA,NA
OSBS03475,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.88,single bole tree,Live,13.8,13,NA,NA,NA
OSBS03725,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",13.2,14.9,NA,NA,NA
OSBS03724,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",27.3,17.4,NA,NA,NA
OSBS03721,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,Live,13.8,12.3,NA,NA,NA
OSBS03709,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",15.9,15.5,NA,NA,NA
OSBS03722,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,Live,21.1,17.5,NA,NA,NA
OSBS03708,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",18.8,15.2,NA,NA,NA
OSBS03703,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",26.8,14.5,NA,NA,NA
OSBS03744,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",23.9,15.8,NA,NA,NA
OSBS03743,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.71,single bole tree,Live,21.8,16.5,NA,NA,NA
OSBS03720,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,"Live, disease damaged",11.5,12.9,NA,NA,NA
OSBS03710,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.47,single bole tree,Live,19.7,14.8,NA,NA,NA
OSBS03752,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",20.2,15.7,NA,NA,NA
OSBS03749,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",26,17.3,NA,NA,NA
OSBS03750,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.71,single bole tree,"Live, disease damaged",20.5,15.1,NA,NA,NA
OSBS03757,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.16,single bole tree,Live,11.6,11.8,NA,NA,NA
OSBS03838,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.3,14.6,NA,NA,NA
OSBS03838,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.3,14.6,NA,NA,NA
OSBS03834,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.2,13.1,NA,NA,NA
OSBS03834,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.2,13.1,NA,NA,NA
OSBS03837,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,small tree,Live,10.3,11,NA,NA,NA
OSBS03837,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,small tree,Live,10.3,11,NA,NA,NA
OSBS03844,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",13.6,15.2,NA,NA,NA
OSBS03844,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",13.6,15.2,NA,NA,NA
OSBS03847,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,18.1,16,NA,NA,NA
OSBS03847,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,18.1,16,NA,NA,NA
OSBS03848,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,19.3,16.2,NA,NA,NA
OSBS03848,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,19.3,16.2,NA,NA,NA
OSBS03849,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,20,14.1,NA,NA,NA
OSBS03849,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,20,14.1,NA,NA,NA
OSBS06075,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",14.2,11.8,NA,NA,NA
OSBS06075,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",14.2,11.8,NA,NA,NA
OSBS03842,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.5,14.7,NA,NA,NA
OSBS03842,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.5,14.7,NA,NA,NA
OSBS03836,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",47.3,17.7,NA,NA,NA
OSBS03836,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",47.3,17.7,NA,NA,NA
OSBS03831,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,Standing dead,26.6,11.9,NA,NA,NA
OSBS03831,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,Standing dead,26.6,11.9,NA,NA,NA
OSBS03839,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,21.3,13.2,NA,NA,NA
OSBS03839,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,21.3,13.2,NA,NA,NA
OSBS03852,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15,11.4,NA,NA,NA
OSBS03852,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15,11.4,NA,NA,NA
OSBS03858,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.99,single bole tree,Live,17.1,12.7,NA,NA,NA
OSBS03858,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.99,single bole tree,Live,17.1,12.7,NA,NA,NA
OSBS03853,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.1,15.1,NA,NA,NA
OSBS03853,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.1,15.1,NA,NA,NA
OSBS03851,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15,12.4,NA,NA,NA
OSBS03851,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",15,12.4,NA,NA,NA
OSBS03860,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,14.7,14.6,NA,NA,NA
OSBS03860,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,14.7,14.6,NA,NA,NA
OSBS03833,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",11.3,12.6,NA,NA,NA
OSBS03833,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",11.3,12.6,NA,NA,NA
OSBS03855,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,37.5,18.5,NA,NA,NA
OSBS03855,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,37.5,18.5,NA,NA,NA
OSBS02550,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,10.5,9.7,NA,NA,NA
OSBS03835,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",19.1,14.6,NA,NA,NA
OSBS03835,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",19.1,14.6,NA,NA,NA
OSBS03832,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,"Live, disease damaged",20.7,14.6,NA,NA,NA
OSBS03832,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,"Live, disease damaged",20.7,14.6,NA,NA,NA
OSBS03830,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,Live,12,10.1,NA,NA,NA
OSBS03830,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.41,single bole tree,Live,12,10.1,NA,NA,NA
OSBS03828,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.5,10,NA,NA,NA
OSBS03828,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,Live,13.5,10,NA,NA,NA
OSBS01611,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,small tree,Live,5.3,4.8,NA,NA,NA
OSBS06088,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,20,15.3,NA,NA,NA
OSBS06088,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,Live,20,15.3,NA,NA,NA
OSBS00029,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,11.1,10.6,NA,NA,NA
OSBS03748,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.16,single bole tree,Live,14.8,13.5,NA,NA,NA
OSBS00086,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.54,single bole tree,Live,38,17.6,NA,NA,NA
OSBS00651,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,single bole tree,Live,21.2,16,NA,NA,NA
OSBS02995,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,17.5,16.5,NA,NA,NA
OSBS02995,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,17.5,16.5,NA,NA,NA
OSBS02999,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,16.9,14,NA,NA,NA
OSBS02999,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,16.9,14,NA,NA,NA
OSBS02998,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,13.1,15.2,NA,NA,NA
OSBS02998,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,13.1,15.2,NA,NA,NA
OSBS02997,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",11.7,15.6,NA,NA,NA
OSBS02997,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",11.7,15.6,NA,NA,NA
OSBS02996,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,"Live, disease damaged",22.5,15.8,NA,NA,NA
OSBS02996,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,"Live, disease damaged",22.5,15.8,NA,NA,NA
OSBS07797,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,small tree,Live,8,7.8,NA,NA,NA
OSBS07797,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,small tree,Live,8,7.8,NA,NA,NA
OSBS07796,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,small tree,"Live, disease damaged",5.8,7.3,NA,NA,NA
OSBS07796,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,small tree,"Live, disease damaged",5.8,7.3,NA,NA,NA
OSBS06016,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.88,single bole tree,Live,15.3,14.6,NA,NA,NA
OSBS07992,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.8,16,NA,NA,NA
OSBS07992,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.68,single bole tree,"Live, disease damaged",16.8,16,NA,NA,NA
OSBS07986,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.67,single bole tree,Live,24.5,15.2,NA,NA,NA
OSBS07986,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.67,single bole tree,Live,24.5,15.2,NA,NA,NA
OSBS07977,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,33.02,single bole tree,Live,35.2,13.1,11.9,9.7,Full sun
OSBS07452,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.61,small tree,Live,6.4,12.3,NA,NA,NA
OSBS08092,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.16,single bole tree,"Live, disease damaged",10.1,10.8,NA,NA,NA
OSBS08092,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.16,single bole tree,"Live, disease damaged",10.1,10.8,NA,NA,NA
OSBS02146,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.63,single bole tree,Live,20.7,12.9,NA,NA,NA
OSBS02141,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.84,single bole tree,Live,16.3,10.4,NA,NA,NA
OSBS02143,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.63,single bole tree,Live,18.4,12.2,NA,NA,NA
OSBS02189,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.6,single bole tree,Live,35.8,18.2,NA,NA,NA
OSBS02221,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.6,single bole tree,Live,17.7,16.1,NA,NA,NA
OSBS02230,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.6,single bole tree,Live,12.3,11.5,NA,NA,NA
OSBS02229,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.6,single bole tree,Live,42.9,18.8,NA,NA,NA
OSBS02220,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.6,single bole tree,Live,22.9,16.6,NA,NA,NA
OSBS02529,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,single bole tree,Live,15.9,10.6,NA,NA,NA
OSBS00585,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,single bole tree,Live,11.4,8.9,NA,NA,NA
OSBS00583,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,single bole tree,Live,11.4,9.9,NA,NA,NA
OSBS02550,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.9,single bole tree,Live,10.5,9.7,NA,NA,NA
MLBS00060,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,1180.77,single bole tree,Standing dead,25.4,13.8,NA,NA,NA
MLBS01335,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,1173.32,single bole tree,Live,73.1,29.4,NA,NA,NA
MLBS01939,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,794.5,single bole tree,Live,17.7,12.1,6.3,6.2,Mostly shaded
MLBS02296,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,819.79,single bole tree,Live,13.8,10.5,5.8,5.7,Mostly shaded
MLBS02209,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,792.64,single bole tree,Live,46,26.7,10,8.8,Partially shaded
MLBS02209,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,792.64,single bole tree,No longer qualifies,46,26.7,10,8.8,Partially shaded
MLBS02213,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,792.64,single bole tree,Live,59.8,25.1,13.7,13.3,Partially shaded
MLBS02210,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,792.64,single bole tree,Live,28.9,22.9,8.5,5.9,Partially shaded
MLBS02210,MLBS,PINUS,Pinus sp.,genus,17N,deciduousForest,792.64,single bole tree,No longer qualifies,28.9,22.9,8.5,5.9,Partially shaded
MLBS01881,MLBS,PITA,Pinus taeda L.,species,17N,deciduousForest,777.71,single bole tree,Live,42.2,23.3,13.1,8.3,Full sun
MLBS01890,MLBS,PITA,Pinus taeda L.,species,17N,deciduousForest,780.17,single bole tree,Live,57.2,22.8,14.5,12.7,Full sun
MLBS01886,MLBS,PITA,Pinus taeda L.,species,17N,deciduousForest,778.47,single bole tree,Live,55,26.4,13.2,9.6,Full sun
MLBS01883,MLBS,PITA,Pinus taeda L.,species,17N,deciduousForest,777.71,single bole tree,Live,44.8,24,11.3,9.7,Full sun
MLBS01383,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1173.32,single bole tree,Live,21.4,17.3,NA,NA,NA
MLBS01236,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1166.12,single bole tree,Live,12.1,12.1,NA,NA,NA
MLBS01228,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1166.12,single bole tree,Live,16,12.2,NA,NA,NA
MLBS01345,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1173.32,single bole tree,Live,25.4,17.3,NA,NA,NA
MLBS01880,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,777.71,multi-bole tree,"Live,  other damage",31.4,21.1,8.7,5,Partially shaded
MLBS01983,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1285.2,single bole tree,Standing dead,20.2,12.4,4.2,2,Mostly shaded
MLBS01955,MLBS,PRSE2,Prunus serotina Ehrh.,species,17N,deciduousForest,1285.2,single bole tree,Live,14.1,9.1,3,2.5,Mostly shaded
MLBS00147A,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,multi-bole tree,Live,19.7,15,NA,NA,NA
MLBS00087,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1180.77,single bole tree,"Live, insect damaged",17.7,17.1,NA,NA,NA
MLBS00168A,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,multi-bole tree,"Live, insect damaged",19.6,15.1,NA,NA,NA
MLBS00077,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1180.77,single bole tree,"Live, insect damaged",30.3,19.2,NA,NA,NA
MLBS00323,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1178.17,single bole tree,Live,26,18.3,NA,NA,NA
MLBS00197,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,multi-bole tree,Live,28.9,16.9,NA,NA,NA
MLBS00137,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Standing dead,16.1,9.3,NA,NA,NA
MLBS00081,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1180.77,single bole tree,"Live, insect damaged",21.9,18.3,NA,NA,NA
MLBS00192,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Live,15.2,14.4,NA,NA,NA
MLBS00107,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Live,17,12.5,NA,NA,NA
MLBS00117,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Live,19.8,14.9,NA,NA,NA
MLBS00078,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1180.77,multi-bole tree,"Live, insect damaged",20.9,16.1,NA,NA,NA
MLBS00136,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Live,20,10.4,NA,NA,NA
MLBS00187,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.1,single bole tree,Live,23,16.3,NA,NA,NA
MLBS00297,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1178.17,single bole tree,Live,21.9,17.3,NA,NA,NA
MLBS00559,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.01,single bole tree,Live,44.3,17.5,NA,NA,NA
MLBS00562,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.83,single bole tree,Live,35.1,17,NA,NA,NA
MLBS00454,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,"Live, insect damaged",33,18.1,NA,NA,NA
MLBS00457,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,39.8,18.9,NA,NA,NA
MLBS00399,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.68,single bole tree,"Live, insect damaged",14.6,13.7,NA,NA,NA
MLBS00474,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,44.5,15.5,NA,NA,NA
MLBS00480,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,34.8,19.4,NA,NA,NA
MLBS00344,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.68,single bole tree,"Live, insect damaged",33.8,18.4,NA,NA,NA
MLBS00476,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,"Live, broken bole",24.3,6.8,NA,NA,NA
MLBS00482,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,22.9,19.6,NA,NA,NA
MLBS00479,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,32.6,19.8,NA,NA,NA
MLBS00534,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.01,single bole tree,Live,24.2,17.3,NA,NA,NA
MLBS00422,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1175.68,single bole tree,Live,54.9,20.1,NA,NA,NA
MLBS00456,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.65,single bole tree,Live,24.7,16.9,NA,NA,NA
MLBS00646,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1170.24,single bole tree,"Live, insect damaged",25.7,20.6,NA,NA,NA
MLBS00744,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.13,single bole tree,"Live, insect damaged",29.3,17.9,NA,NA,NA
MLBS00671,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1170.24,single bole tree,"Live, insect damaged",25,18.9,NA,NA,NA
MLBS00647,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1170.24,single bole tree,"Live, insect damaged",44.1,22.1,NA,NA,NA
MLBS00827,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",36.3,23.1,NA,NA,NA
MLBS00772,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",30.4,19,NA,NA,NA
MLBS00687,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.13,single bole tree,"Live, insect damaged",43.1,20.3,NA,NA,NA
MLBS00819,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",62.8,21.1,NA,NA,NA
MLBS00716,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.13,single bole tree,"Live, insect damaged",37,18.1,NA,NA,NA
MLBS00833,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1172.84,single bole tree,"Live, insect damaged",72.2,23.9,NA,NA,NA
MLBS01361,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.32,single bole tree,Live,32.7,19.5,NA,NA,NA
MLBS01274,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1171.54,single bole tree,Live,51.8,18.9,NA,NA,NA
MLBS01238,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1166.12,single bole tree,Live,45.2,18.9,NA,NA,NA
MLBS01292,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1169.25,single bole tree,Live,23.9,14.1,NA,NA,NA
MLBS01247,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1166.12,single bole tree,Live,28.2,17.7,NA,NA,NA
MLBS01356,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1173.32,multi-bole tree,Live,22,14.3,NA,NA,NA
MLBS01213,MLBS,QUAL,Quercus alba L.,species,17N,deciduousForest,1167.78,single bole tree,"Live, insect damaged",21.4,18.2,NA,NA,NA
